Saturday , S600,4075,600 - 36,17:26,East Main Station,East,99556
Saturday , S600,4075,600 - 36,17:29,Bellevue Downtown Station,East,99558
Saturday , S600,4075,600 - 36,17:31,Wilburton Station,East,99560
Saturday , S600,4075,600 - 36,17:33,Spring District Station,East,99562
Saturday , S600,4075,600 - 36,17:35,BelRed Station,East,99564
Saturday , S600,4075,600 - 36,17:39,Overlake Village Station,East,99566
Saturday , S600,4075,600 - 36,17:42,Redmond Technology Station,East,99569
Saturday , S600,4081,600 - 36,18:22,South Bellevue Station,East,99554
Saturday , S600,4081,600 - 36,18:26,East Main Station,East,99556
Saturday , S600,4081,600 - 36,18:29,Bellevue Downtown Station,East,99558
Saturday , S600,4081,600 - 36,18:31,Wilburton Station,East,99560
Saturday , S600,4081,600 - 36,18:33,Spring District Station,East,99562
Saturday , S600,4081,600 - 36,18:35,BelRed Station,East,99564
Saturday , S600,4081,600 - 36,18:39,Overlake Village Station,East,99566
Saturday , S600,4081,600 - 36,18:42,Redmond Technology Station,East,99569
Saturday , S600,4087,600 - 36,19:22,South Bellevue Station,East,99554
Saturday , S600,4087,600 - 36,19:26,East Main Station,East,99556
Saturday , S600,4087,600 - 36,19:29,Bellevue Downtown Station,East,99558
Saturday , S600,4087,600 - 36,19:31,Wilburton Station,East,99560
Saturday , S600,4087,600 - 36,19:33,Spring District Station,East,99562
Saturday , S600,4087,600 - 36,19:35,BelRed Station,East,99564
Saturday , S600,4087,600 - 36,19:39,Overlake Village Station,East,99566
Saturday , S600,4087,600 - 36,19:42,Redmond Technology Station,East,99569
Saturday , S600,4093,600 - 36,20:22,South Bellevue Station,East,99554
Saturday , S600,4093,600 - 36,20:26,East Main Station,East,99556
Saturday , S600,4093,600 - 36,20:29,Bellevue Downtown Station,East,99558
Saturday , S600,4093,600 - 36,20:31,Wilburton Station,East,99560
Saturday , S600,4093,600 - 36,20:33,Spring District Station,East,99562
Saturday , S600,4093,600 - 36,20:35,BelRed Station,East,99564
Saturday , S600,4093,600 - 36,20:39,Overlake Village Station,East,99566
Saturday , S600,4093,600 - 36,20:42,Redmond Technology Station,East,99569
Saturday , S600,4099,600 - 36,21:22,South Bellevue Station,East,99554
Saturday , S600,4099,600 - 36,21:26,East Main Station,East,99556
Saturday , S600,4099,600 - 36,21:29,Bellevue Downtown Station,East,99558
Saturday , S600,4099,600 - 36,21:31,Wilburton Station,East,99560
Saturday , S600,4099,600 - 36,21:33,Spring District Station,East,99562
Saturday , S600,4099,600 - 36,21:35,BelRed Station,East,99564
Saturday , S600,4099,600 - 36,21:39,Overlake Village Station,East,99566
Saturday , S600,4099,600 - 36,21:42,Redmond Technology Station,East,99569
